SBA Disaster Loan Data,,,,,,,Report Run Date:  12/1/2017 ,,,,,,
,,,,,,,Report Run Time:   3:09:56PM,,,,,,
Reporting Period:  10/01/2016 - 09/30/2017,,,,,,,,,,,,,
Declaration Type(s):  'ALL',,,,,,,,,,,,,
SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
15274,15275,4332,TX-00487,PORT ARTHUR,77640,JEFFERSON,TX,"69,120,402.00","45,818,428.00","23,301,974.00","25,173,000.00","18,009,300.00","7,163,700.00"
15274,15275,4332,TX-00487,PORT ARTHUR,77640,ORANGE,TX,"127,477.00","81,975.00","45,502.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,PORT ARTHUR,77641,JEFFERSON,TX,"262,208.00","162,023.00","100,185.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,PORT ARTHUR,77642,JEFFERSON,TX,"105,632,259.00","68,755,743.00","36,876,516.00","43,561,100.00","30,851,700.00","12,709,400.00"
15274,15275,4332,TX-00487,PORT ARTHUR,77643,JEFFERSON,TX,"249,045.00","153,810.00","95,235.00","157,800.00","74,500.00","83,300.00"
15274,15275,4332,TX-00487,PORT AUTHOR,77642,JEFFERSON,TX,"150,352.00","102,015.00","48,337.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,PORT BOLIVAR,77650,GALVESTON,TX,"31,625.00","22,275.00","9,350.00","31,700.00","22,300.00","9,400.00"
15274,15275,4332,TX-00487,PORT LAVACA,77979,CALHOUN,TX,"11,673,113.00","10,395,347.00","1,277,766.00","5,876,100.00","5,289,400.00","586,700.00"
15274,15275,4332,TX-00487,PORT LAVACA,77979,JACKSON,TX,"47,945.00","47,945.00",0.00,"48,000.00","48,000.00",0.00
15274,15275,4332,TX-00487,PORT LAVACA,77979,VICTORIA,TX,"179,267.00","162,997.00","16,270.00","41,000.00","40,300.00",700.00
15274,15275,4332,TX-00487,PORT NECHES,77651,HARDIN,TX,"334,610.00","268,410.00","66,200.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,PORT NECHES,77651,JEFFERSON,TX,"8,433,029.00","6,668,494.00","1,764,535.00","5,492,500.00","4,614,200.00","878,300.00"
15274,15275,4332,TX-00487,PORT O CONNOR,77982,CALHOUN,TX,"963,970.00","870,150.00","93,820.00","395,800.00","354,100.00","41,700.00"
15274,15275,4332,TX-00487,PORTER,77365,HARRIS,TX,"1,407,864.00","940,964.00","466,900.00","541,000.00","383,100.00","157,900.00"
15274,15275,4332,TX-00487,PORTER,77365,MONTGOMERY,TX,"6,273,508.00","4,909,998.00","1,363,510.00","2,776,800.00","2,287,200.00","489,600.00"
15274,15275,4332,TX-00487,PORTLAND,78374,NUECES,TX,"62,086.00","30,556.00","31,530.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,PORTLAND,78374,SAN PATRICIO,TX,"9,530,358.00","8,820,653.00","709,705.00","4,797,800.00","4,494,400.00","303,400.00"
15274,15275,4332,TX-00487,PRAIRIE VIEW,77446,WALLER,TX,"422,448.00","291,748.00","130,700.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,QUINTANA,77541,BRAZORIA,TX,"2,500.00",0.00,"2,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RAINBOW,76077,HARRIS,TX,"8,225.00",0.00,"8,225.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RAYWOOD,77582,LIBERTY,TX,"718,511.00","576,719.00","141,792.00","365,200.00","326,200.00","39,000.00"
15274,15275,4332,TX-00487,RED ROCK,78662,BASTROP,TX,"285,173.00","244,813.00","40,360.00","25,000.00",0.00,"25,000.00"
15274,15275,4332,TX-00487,RED ROCK,78662,CALDWELL,TX,"67,666.00","67,666.00",0.00,"67,700.00","67,700.00",0.00
15274,15275,4332,TX-00487,REFUGIO,78377,GOLIAD,TX,"161,734.00","139,134.00","22,600.00","101,700.00","86,200.00","15,500.00"
15274,15275,4332,TX-00487,REFUGIO,78377,REFUGIO,TX,"7,215,462.00","6,403,199.00","812,263.00","3,119,600.00","2,690,500.00","429,100.00"
15274,15275,4332,TX-00487,REFUGIO,78377,VICTORIA,TX,"11,000.00",0.00,"11,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RICHARDS,77873,GRIMES,TX,"36,413.00","33,413.00","3,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RICHARDS,77873,MONTGOMERY,TX,"57,970.00","57,970.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,RICHMOND,77406,FORT BEND,TX,"20,623,679.00","15,767,991.00","4,855,688.00","10,494,700.00","8,349,500.00","2,145,200.00"
15274,15275,4332,TX-00487,RICHMOND,77407,FORT BEND,TX,"65,247,493.00","44,735,078.00","20,512,415.00","34,380,900.00","25,322,500.00","9,058,400.00"
15274,15275,4332,TX-00487,RICHMOND,77407,HARRIS,TX,"179,083.00","120,933.00","58,150.00","157,300.00","121,000.00","36,300.00"
15274,15275,4332,TX-00487,RICHMOND,77469,FORT BEND,TX,"3,733,715.00","3,172,028.00","561,687.00","1,477,100.00","1,304,500.00","172,600.00"
15274,15275,4332,TX-00487,RICHWOOD,77531,BRAZORIA,TX,"15,295,277.00","10,751,407.00","4,543,870.00","9,262,700.00","6,670,700.00","2,592,000.00"
15274,15275,4332,TX-00487,RICHWOOD,77566,BRAZORIA,TX,"158,262.00","137,212.00","21,050.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RIVIERA,78379,KLEBERG,TX,"80,721.00","66,621.00","14,100.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ROBSTOWN,78380,NUECES,TX,"4,117,728.00","3,751,983.00","365,745.00","1,534,300.00","1,410,700.00","123,600.00"
15274,15275,4332,TX-00487,ROCKPORT,78381,ARANSAS,TX,"1,896,792.00","1,447,558.00","449,234.00","803,300.00","650,400.00","152,900.00"
15274,15275,4332,TX-00487,ROCKPORT,78381,NUECES,TX,"161,543.00","139,693.00","21,850.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ROCKPORT,78382,ARANSAS,TX,"122,049,389.00","101,466,443.00","20,582,946.00","45,590,500.00","38,081,300.00","7,509,200.00"
15274,15275,4332,TX-00487,ROCKPORT,78382,SAN PATRICIO,TX,"91,480.00","3,880.00","87,600.00","54,600.00",0.00,"54,600.00"
15274,15275,4332,TX-00487,ROMAYOR,77368,LIBERTY,TX,"198,174.00","123,199.00","74,975.00","12,400.00",0.00,"12,400.00"
15274,15275,4332,TX-00487,ROSANKY,78953,BASTROP,TX,"12,175.00","12,175.00",0.00,"12,000.00","12,000.00",0.00
15274,15275,4332,TX-00487,ROSANKY,78953,ORANGE,TX,"11,500.00",0.00,"11,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ROSE HILL ACRES,77657,HARDIN,TX,"1,992,679.00","1,489,224.00","503,455.00","1,074,800.00","845,200.00","229,600.00"
15274,15275,4332,TX-00487,ROSENBERG,77469,FORT BEND,TX,"823,479.00","646,699.00","176,780.00","395,500.00","384,100.00","11,400.00"
15274,15275,4332,TX-00487,ROSENBERG,77471,FORT BEND,TX,"4,570,335.00","3,777,160.00","793,175.00","1,867,400.00","1,551,800.00","315,600.00"
15274,15275,4332,TX-00487,ROSHARON,77583,BRAZORIA,TX,"15,547,901.00","12,149,055.00","3,398,846.00","5,380,200.00","4,164,500.00","1,215,700.00"
15274,15275,4332,TX-00487,ROSHARON,77583,FORT BEND,TX,"1,532,951.00","1,216,276.00","316,675.00","533,500.00","405,900.00","127,600.00"
15274,15275,4332,TX-00487,ROSHARON,77583,HARRIS,TX,"19,780.00","19,780.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,ROUND TOP,78954,FAYETTE,TX,"92,211.00","88,111.00","4,100.00","67,200.00","67,200.00",0.00
15274,15275,4332,TX-00487,RUNGE,78151,KARNES,TX,"18,002.00","18,002.00",0.00,"15,000.00","15,000.00",0.00
15274,15275,4332,TX-00487,RYE,77369,HARDIN,TX,"20,950.00","18,100.00","2,850.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,RYE,77369,LIBERTY,TX,"38,605.00","37,575.00","1,030.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SABINE PASS,77655,JEFFERSON,TX,"53,234.00","11,247.00","41,987.00","29,900.00","7,000.00","22,900.00"
15274,15275,4332,TX-00487,SAN ANTONIO,78209,ARANSAS,TX,"203,381.00","180,381.00","23,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SAN ANTONIO,78212,NUECES,TX,"53,886.00","27,461.00","26,425.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SAN FELIPE,77473,AUSTIN,TX,"16,427.00","16,427.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,SAN JUAN,78589,SAN PATRICIO,TX,"108,955.00","99,625.00","9,330.00","92,800.00","83,400.00","9,400.00"
15274,15275,4332,TX-00487,SAN LEON,77539,GALVESTON,TX,"1,074,707.00","857,305.00","217,402.00","408,600.00","364,700.00","43,900.00"
15274,15275,4332,TX-00487,SANDIA,78383,ARANSAS,TX,"173,626.00","149,326.00","24,300.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SANTA FE,77510,GALVESTON,TX,"22,811,400.00","16,358,752.00","6,452,648.00","11,466,000.00","8,457,900.00","3,008,100.00"
15274,15275,4332,TX-00487,SANTA FE,77517,BRAZORIA,TX,"114,593.00","85,843.00","28,750.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SANTA FE,77517,GALVESTON,TX,"11,222,062.00","8,154,908.00","3,067,154.00","5,933,200.00","4,508,500.00","1,424,700.00"
15274,15275,4332,TX-00487,SARATOGA,77585,HARDIN,TX,"64,136.00","39,436.00","24,700.00","25,000.00","20,200.00","4,800.00"
15274,15275,4332,TX-00487,SARGENT,77414,MATAGORDA,TX,"601,060.00","517,335.00","83,725.00","127,000.00","117,700.00","9,300.00"
15274,15275,4332,TX-00487,SCHULENBURG,78956,FAYETTE,TX,"50,659.00","50,659.00",0.00,"23,700.00","23,700.00",0.00
15274,15275,4332,TX-00487,SCHULENBURG,78956,HARRIS,TX,"46,900.00",0.00,"46,900.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SEABROOK,77586,GALVESTON,TX,"13,510.00",0.00,"13,510.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SEABROOK,77586,HARRIS,TX,"2,616,750.00","2,028,805.00","587,945.00","1,057,800.00","825,800.00","232,000.00"
15274,15275,4332,TX-00487,SEADRIFT,77983,CALHOUN,TX,"3,690,372.00","3,289,446.00","400,926.00","1,523,900.00","1,329,800.00","194,100.00"
15274,15275,4332,TX-00487,SEALY,77474,AUSTIN,TX,"1,766,079.00","1,464,211.00","301,868.00","392,700.00","311,200.00","81,500.00"
15274,15275,4332,TX-00487,SEGNO,77351,POLK,TX,"9,335.00","9,335.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,SEGUIN,78155,ARANSAS,TX,"101,145.00","92,015.00","9,130.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SHEPHERD,77371,SAN JACINTO,TX,"2,404,512.00","1,955,003.00","449,509.00","1,143,300.00","954,900.00","188,400.00"
15274,15275,4332,TX-00487,SHINER,77984,LAVACA,TX,"103,978.00","97,978.00","6,000.00","50,700.00","45,200.00","5,500.00"
15274,15275,4332,TX-00487,SHOREACRES,77571,HARRIS,TX,"1,121,891.00","810,936.00","310,955.00","387,200.00","303,000.00","84,200.00"
15274,15275,4332,TX-00487,SIENNA PLANTATION,77459,FORT BEND,TX,"730,983.00","607,746.00","123,237.00","185,900.00","150,000.00","35,900.00"
15274,15275,4332,TX-00487,SILSBEE,77656,HARDIN,TX,"12,135,656.00","9,413,278.00","2,722,378.00","5,869,400.00","4,764,400.00","1,105,000.00"
15274,15275,4332,TX-00487,SIMONTON,77476,FORT BEND,TX,"5,061,495.00","4,188,531.00","872,964.00","2,424,100.00","2,074,900.00","349,200.00"
15274,15275,4332,TX-00487,SINTON,78387,ARANSAS,TX,"51,560.00","51,560.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,SINTON,78387,BEE,TX,"101,396.00","88,771.00","12,625.00","31,500.00","28,600.00","2,900.00"
15274,15275,4332,TX-00487,SINTON,78387,NUECES,TX,"23,774.00","23,774.00",0.00,"23,800.00","23,800.00",0.00
15274,15275,4332,TX-00487,SINTON,78387,SAN PATRICIO,TX,"2,514,238.00","2,316,938.00","197,300.00","1,143,300.00","1,099,500.00","43,800.00"
15274,15275,4332,TX-00487,SKIDMORE,78389,BEE,TX,"479,776.00","463,901.00","15,875.00","163,100.00","161,300.00","1,800.00"
15274,15275,4332,TX-00487,SMILEY,78159,GONZALES,TX,"22,539.00","22,539.00",0.00,"21,300.00","21,300.00",0.00
15274,15275,4332,TX-00487,SMITHVILLE,78957,BASTROP,TX,"1,570,093.00","1,287,563.00","282,530.00","750,700.00","628,600.00","122,100.00"
15274,15275,4332,TX-00487,SMITHVILLE,78957,FAYETTE,TX,"15,840.00","15,840.00",0.00,"15,400.00","15,400.00",0.00
15274,15275,4332,TX-00487,SOUR LAKE,77659,HARDIN,TX,"70,371,515.00","50,046,288.00","20,325,227.00","36,631,800.00","28,153,800.00","8,478,000.00"
15274,15275,4332,TX-00487,SOUR LAKE,77659,JEFFERSON,TX,"46,300.00","38,500.00","7,800.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SOUTH HOUSTON,77587,GALVESTON,TX,"144,261.00","85,061.00","59,200.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SOUTH HOUSTON,77587,HARRIS,TX,"11,665,423.00","8,312,165.00","3,353,258.00","5,611,700.00","4,020,800.00","1,590,900.00"
15274,15275,4332,TX-00487,SPLENDORA,77372,LIBERTY,TX,"3,941,060.00","3,055,435.00","885,625.00","965,000.00","732,700.00","232,300.00"
15274,15275,4332,TX-00487,SPLENDORA,77372,MONTGOMERY,TX,"4,636,783.00","3,723,843.00","912,940.00","1,374,200.00","1,092,700.00","281,500.00"
15274,15275,4332,TX-00487,SPRING,77373,HARRIS,TX,"40,089,371.00","27,046,042.00","13,043,329.00","18,048,600.00","13,158,700.00","4,889,900.00"
15274,15275,4332,TX-00487,SPRING,77373,MONTGOMERY,TX,"8,940.00",0.00,"8,940.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SPRING,77379,HARRIS,TX,"55,523,522.00","38,451,999.00","17,071,523.00","26,072,400.00","19,892,000.00","6,180,400.00"
15274,15275,4332,TX-00487,SPRING,77380,HARRIS,TX,"259,402.00","142,117.00","117,285.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SPRING,77380,MONTGOMERY,TX,"6,217,854.00","4,212,211.00","2,005,643.00","2,865,600.00","2,051,700.00","813,900.00"
15274,15275,4332,TX-00487,SPRING,77381,MONTGOMERY,TX,"948,141.00","740,641.00","207,500.00","345,400.00","264,300.00","81,100.00"
15274,15275,4332,TX-00487,SPRING,77382,MONTGOMERY,TX,"45,898.00","45,898.00",0.00,"45,900.00","45,900.00",0.00
15274,15275,4332,TX-00487,SPRING,77383,HARRIS,TX,"187,432.00","133,522.00","53,910.00","148,600.00","108,600.00","40,000.00"
15274,15275,4332,TX-00487,SPRING,77386,HARRIS,TX,"203,834.00","149,099.00","54,735.00","175,000.00","148,300.00","26,700.00"
15274,15275,4332,TX-00487,SPRING,77386,MONTGOMERY,TX,"13,366,677.00","9,546,197.00","3,820,480.00","7,909,500.00","6,103,400.00","1,806,100.00"
15274,15275,4332,TX-00487,SPRING,77388,HARRIS,TX,"24,487,505.00","17,486,535.00","7,000,970.00","13,136,300.00","10,058,500.00","3,077,800.00"
15274,15275,4332,TX-00487,SPRING,77389,HARRIS,TX,"6,553,780.00","4,716,545.00","1,837,235.00","3,032,200.00","2,339,800.00","692,400.00"
15274,15275,4332,TX-00487,SPRING,77389,MONTGOMERY,TX,"261,663.00","182,963.00","78,700.00","132,500.00","109,600.00","22,900.00"
15274,15275,4332,TX-00487,SPURGER,77660,TYLER,TX,"608,144.00","560,689.00","47,455.00","28,600.00","26,000.00","2,600.00"
15274,15275,4332,TX-00487,STAFFORD,77477,FORT BEND,TX,"2,586,326.00","2,021,502.00","564,824.00","747,700.00","587,400.00","160,300.00"
15274,15275,4332,TX-00487,STAFFORD,77477,HARRIS,TX,"312,472.00","208,680.00","103,792.00","141,800.00","83,000.00","58,800.00"
15274,15275,4332,TX-00487,STAGECOACH,77355,MONTGOMERY,TX,"103,824.00","90,074.00","13,750.00","38,900.00","25,100.00","13,800.00"
15274,15275,4332,TX-00487,STOWELL,77661,CHAMBERS,TX,"534,896.00","387,141.00","147,755.00","184,100.00","129,900.00","54,200.00"
15274,15275,4332,TX-00487,STOWELL,77661,JEFFERSON,TX,"42,194.00","39,694.00","2,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,SUGAR LAND,77478,FORT BEND,TX,"1,677,500.00","1,420,695.00","256,805.00","370,200.00","309,700.00","60,500.00"
15274,15275,4332,TX-00487,SUGAR LAND,77479,FORT BEND,TX,"51,997,421.00","37,113,326.00","14,884,095.00","29,244,000.00","22,324,700.00","6,919,300.00"
15274,15275,4332,TX-00487,SUGAR LAND,77498,FORT BEND,TX,"8,696,583.00","6,703,854.00","1,992,729.00","5,378,100.00","4,434,700.00","943,400.00"
15274,15275,4332,TX-00487,SURFSIDE BEACH,77541,BRAZORIA,TX,"193,180.00","161,295.00","31,885.00","65,500.00","60,600.00","4,900.00"
15274,15275,4332,TX-00487,SWEENY,77480,BRAZORIA,TX,"5,189,415.00","3,990,220.00","1,199,195.00","2,679,400.00","2,068,200.00","611,200.00"
15274,15275,4332,TX-00487,SWEENY,77480,MATAGORDA,TX,"633,680.00","452,145.00","181,535.00","288,600.00","211,300.00","77,300.00"
15274,15275,4332,TX-00487,SWEET HOME,77987,LAVACA,TX,"36,931.00","36,931.00",0.00,"25,000.00","25,000.00",0.00
15274,15275,4332,TX-00487,TAFT,78390,ARANSAS,TX,"713,332.00","511,012.00","202,320.00","239,200.00","164,700.00","74,500.00"
15274,15275,4332,TX-00487,TAFT,78390,SAN PATRICIO,TX,"6,158,492.00","5,510,675.00","647,817.00","2,861,300.00","2,605,600.00","255,700.00"
15274,15275,4332,TX-00487,TAYLOR LAKE VILLAGE,77586,HARRIS,TX,"198,692.00","133,792.00","64,900.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,TELFERNER,77988,VICTORIA,TX,"474,268.00","424,203.00","50,065.00","206,600.00","201,100.00","5,500.00"
15274,15275,4332,TX-00487,TEXAS CITY,77539,GALVESTON,TX,"135,799.00","91,919.00","43,880.00","44,100.00","44,100.00",0.00
15274,15275,4332,TX-00487,TEXAS CITY,77568,GALVESTON,TX,"34,350.00",0.00,"34,350.00","34,400.00",0.00,"34,400.00"
15274,15275,4332,TX-00487,TEXAS CITY,77590,GALVESTON,TX,"4,218,698.00","3,407,420.00","811,278.00","1,938,800.00","1,649,100.00","289,700.00"
15274,15275,4332,TX-00487,TEXAS CITY,77591,GALVESTON,TX,"13,867,825.00","9,480,815.00","4,387,010.00","6,142,800.00","4,390,600.00","1,752,200.00"
15274,15275,4332,TX-00487,THE WOODLANDS,77375,HARRIS,TX,"2,709,627.00","1,891,752.00","817,875.00","1,500,500.00","1,095,800.00","404,700.00"
15274,15275,4332,TX-00487,THE WOODLANDS,77380,MONTGOMERY,TX,"3,000,566.00","2,251,811.00","748,755.00","1,213,200.00","948,100.00","265,100.00"
15274,15275,4332,TX-00487,THE WOODLANDS,77381,MONTGOMERY,TX,"574,561.00","398,096.00","176,465.00","190,200.00","157,800.00","32,400.00"
15274,15275,4332,TX-00487,THE WOODLANDS,77382,MONTGOMERY,TX,"117,753.00","59,828.00","57,925.00","34,200.00","34,200.00",0.00
15274,15275,4332,TX-00487,THE WOODLANDS,77384,MONTGOMERY,TX,"59,552.00","50,352.00","9,200.00","59,600.00","50,400.00","9,200.00"
15274,15275,4332,TX-00487,THE WOODLANDS,77385,MONTGOMERY,TX,"235,790.00","200,665.00","35,125.00","82,100.00","63,300.00","18,800.00"
15274,15275,4332,TX-00487,THICKET,77374,HARDIN,TX,"114,375.00","111,875.00","2,500.00","75,800.00","75,800.00",0.00
15274,15275,4332,TX-00487,THOMASTON,77989,DEWITT,TX,"436,514.00","417,214.00","19,300.00","133,300.00","133,300.00",0.00
15274,15275,4332,TX-00487,THOMPSONS,77481,FORT BEND,TX,"472,397.00","393,877.00","78,520.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,TIKI ISLAND,77554,GALVESTON,TX,"61,826.00","61,291.00",535.00,"54,200.00","54,200.00",0.00
15274,15275,4332,TX-00487,TIVOLI,77990,CALHOUN,TX,"370,624.00","283,824.00","86,800.00","28,300.00","26,900.00","1,400.00"
15274,15275,4332,TX-00487,TIVOLI,77990,REFUGIO,TX,"2,100,391.00","1,799,546.00","300,845.00","870,200.00","682,600.00","187,600.00"
15274,15275,4332,TX-00487,TOMBALL,77375,HARRIS,TX,"13,544,082.00","9,741,886.00","3,802,196.00","7,129,500.00","5,349,800.00","1,779,700.00"
15274,15275,4332,TX-00487,TOMBALL,77375,MONTGOMERY,TX,"67,393.00","55,793.00","11,600.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,TOMBALL,77377,HARRIS,TX,"2,003,382.00","1,553,703.00","449,679.00","1,050,100.00","827,500.00","222,600.00"
15274,15275,4332,TX-00487,TYNAN,78391,BEE,TX,"197,167.00","158,012.00","39,155.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VAN VLECK,77482,MATAGORDA,TX,"2,405,264.00","1,814,264.00","591,000.00","578,300.00","461,000.00","117,300.00"
15274,15275,4332,TX-00487,VANDERBILT,77991,JACKSON,TX,"79,258.00","77,258.00","2,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VICTORIA,77901,VICTORIA,TX,"14,041,625.00","12,240,561.00","1,801,064.00","5,916,700.00","5,290,400.00","626,300.00"
15274,15275,4332,TX-00487,VICTORIA,77902,VICTORIA,TX,"51,194.00","40,169.00","11,025.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VICTORIA,77903,VICTORIA,TX,"15,000.00",0.00,"15,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VICTORIA,77904,VICTORIA,TX,"8,482,612.00","7,596,798.00","885,814.00","4,094,200.00","3,760,200.00","334,000.00"
15274,15275,4332,TX-00487,VICTORIA,77905,ARANSAS,TX,"25,278.00","23,748.00","1,530.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VICTORIA,77905,GOLIAD,TX,"737,926.00","682,581.00","55,345.00","408,400.00","368,800.00","39,600.00"
15274,15275,4332,TX-00487,VICTORIA,77905,VICTORIA,TX,"13,266,772.00","11,865,381.00","1,401,391.00","6,305,700.00","5,605,000.00","642,800.00"
15274,15275,4332,TX-00487,VIDOR,77662,JASPER,TX,"605,720.00","493,370.00","112,350.00","195,600.00","130,300.00","65,300.00"
15274,15275,4332,TX-00487,VIDOR,77662,JEFFERSON,TX,"539,978.00","407,128.00","132,850.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VIDOR,77662,ORANGE,TX,"187,208,021.00","133,832,850.00","53,375,171.00","90,833,200.00","68,274,900.00","22,558,300.00"
15274,15275,4332,TX-00487,VIDOR,77662,POLK,TX,"70,323.00","46,948.00","23,375.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VIDOR,77670,ORANGE,TX,"878,798.00","650,203.00","228,595.00","224,200.00","200,000.00","24,200.00"
15274,15275,4332,TX-00487,VILLAGE MILLS,77663,HARDIN,TX,"1,134,383.00","809,713.00","324,670.00","573,000.00","445,400.00","127,600.00"
15274,15275,4332,TX-00487,VILLAGE MILLS,77663,TYLER,TX,"18,799.00","14,659.00","4,140.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,VOTAW,77376,HARDIN,TX,"33,844.00","28,844.00","5,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,W UNIV PL,77005,HARRIS,TX,"14,400.00","14,400.00",0.00,"14,400.00","14,400.00",0.00
15274,15275,4332,TX-00487,WADSWORTH,77483,MATAGORDA,TX,"229,671.00","196,011.00","33,660.00","12,500.00","12,500.00",0.00
15274,15275,4332,TX-00487,WAELDER,78959,FAYETTE,TX,"16,140.00","16,140.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,WAELDER,78959,GONZALES,TX,"102,954.00","57,574.00","45,380.00","21,400.00","21,400.00",0.00
15274,15275,4332,TX-00487,WALLER,77484,HARRIS,TX,"324,451.00","314,601.00","9,850.00","23,200.00","23,200.00",0.00
15274,15275,4332,TX-00487,WALLER,77484,WALLER,TX,"551,286.00","463,196.00","88,090.00","145,200.00","124,000.00","21,200.00"
15274,15275,4332,TX-00487,WALLIS,77476,FORT BEND,TX,"46,138.00","39,638.00","6,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,WALLIS,77485,AUSTIN,TX,"507,382.00","404,155.00","103,227.00","167,300.00","103,600.00","63,700.00"
15274,15275,4332,TX-00487,WALLIS,77485,FORT BEND,TX,"3,446,541.00","2,426,601.00","1,019,940.00","1,393,200.00","1,051,000.00","342,200.00"
15274,15275,4332,TX-00487,WALLISVILLE,77597,CHAMBERS,TX,"241,230.00","145,950.00","95,280.00","54,900.00",0.00,"54,900.00"
15274,15275,4332,TX-00487,WALLISVILLE,77597,LIBERTY,TX,"68,536.00","46,461.00","22,075.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,WARREN,77664,HARDIN,TX,"19,822.00","19,822.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,WARREN,77664,TYLER,TX,"619,985.00","577,910.00","42,075.00","242,900.00","237,900.00","5,000.00"
15274,15275,4332,TX-00487,WEBSTER,77598,GALVESTON,TX,"27,500.00",0.00,"27,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,WEBSTER,77598,HARRIS,TX,"6,714,734.00","4,338,406.00","2,376,328.00","3,113,800.00","2,045,500.00","1,068,300.00"
15274,15275,4332,TX-00487,WEESATCHE,77993,GOLIAD,TX,"21,000.00","21,000.00",0.00,"14,100.00","14,100.00",0.00
15274,15275,4332,TX-00487,WEIMAR,78962,COLORADO,TX,"80,771.00","80,771.00",0.00,"53,000.00","53,000.00",0.00
15274,15275,4332,TX-00487,WEST COLUMBIA,77486,BRAZORIA,TX,"5,805,096.00","4,551,981.00","1,253,115.00","2,946,600.00","2,280,800.00","665,800.00"
15274,15275,4332,TX-00487,WEST ORANGE,77630,ORANGE,TX,"3,078,369.00","2,181,821.00","896,548.00","1,179,700.00","880,200.00","299,500.00"
15274,15275,4332,TX-00487,WEST UNIVERSITY PLACE,77005,HARRIS,TX,"272,701.00","227,701.00","45,000.00","184,900.00","156,500.00","28,400.00"
15274,15275,4332,TX-00487,WESTON LAKES,77441,FORT BEND,TX,"3,808,565.00","2,795,472.00","1,013,093.00","1,185,000.00","950,500.00","234,500.00"
15274,15275,4332,TX-00487,WHARTON,77488,WHARTON,TX,"29,063,113.00","20,893,968.00","8,169,145.00","11,753,700.00","8,616,300.00","3,137,400.00"
15274,15275,4332,TX-00487,WIERGATE,75977,NEWTON,TX,"5,853.00","4,653.00","1,200.00","5,900.00","4,700.00","1,200.00"
15274,15275,4332,TX-00487,WILLIS,77318,HARRIS,TX,"93,083.00","66,783.00","26,300.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,WILLIS,77318,MONTGOMERY,TX,"1,535,087.00","1,213,762.00","321,325.00","387,500.00","299,200.00","88,300.00"
