SBA Disaster Loan Data,,,,,,,Report Run Date:  12/1/2017 ,,,,,,
,,,,,,,Report Run Time:   3:09:56PM,,,,,,
Reporting Period:  10/01/2016 - 09/30/2017,,,,,,,,,,,,,
Declaration Type(s):  'ALL',,,,,,,,,,,,,
SBA Physical Declaration Number,SBA EIDL Declaration Number,FEMA Disaster Number,SBA Disaster Number,Damaged Property City Name,Damaged Property Zip Code,Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
15255,15256,4331,WV-00046,RIVESVILLE,26588,MARION,WV,"40,619.00","36,549.00","4,070.00",0.00,0.00,0.00
15255,15256,4331,WV-00046,SMITHFIELD,26437,WETZEL,WV,"43,664.00","31,934.00","11,730.00","38,700.00","31,900.00","6,800.00"
15255,15256,4331,WV-00046,WALLACE,26448,HARRISON,WV,"144,216.00","116,664.00","27,552.00","132,600.00","107,500.00","25,100.00"
15255,15256,4331,WV-00046,WORTHINGTON,26591,MARION,WV,"50,759.00","35,359.00","15,400.00","16,700.00","16,700.00",0.00
15259,15260,,OK-00117,TULSA,74134,TULSA,OK,"27,809.00","27,259.00",550.00,"25,000.00","25,000.00",0.00
15261,15262,,PA-00082,AMITY,15311,WASHINGTON,PA,"31,992.00","30,192.00","1,800.00","25,000.00","23,200.00","1,800.00"
15261,15262,,PA-00082,MCMECHEN,26040,MARSHALL,WV,"3,318.00","1,918.00","1,400.00","3,400.00","2,000.00","1,400.00"
15261,15262,,PA-00082,PITTSBURGH,15236,ALLEGHENY,PA,"12,590.00","10,490.00","2,100.00","12,600.00","10,500.00","2,100.00"
15261,15262,,PA-00082,SOUTH PARK,15129,ALLEGHENY,PA,"3,608.00","3,608.00",0.00,"3,700.00","3,700.00",0.00
15261,15262,,PA-00082,WASHINGTON,15301,WASHINGTON,PA,"102,398.00","81,048.00","21,350.00","65,100.00","52,800.00","12,300.00"
15263,15264,,PA-00081,COALPORT,16627,CLEARFIELD,PA,"142,221.00","121,801.00","20,420.00","75,000.00","57,300.00","17,700.00"
15263,15264,,PA-00081,GLEN CAMPBELL,15742,INDIANA,PA,"3,885.00","3,885.00",0.00,"3,900.00","3,900.00",0.00
15263,15264,,PA-00081,INDIANA,15701,INDIANA,PA,"38,952.00","26,962.00","11,990.00",0.00,0.00,0.00
15263,15264,,PA-00081,IRVONA,16656,CLEARFIELD,PA,"22,497.00","16,717.00","5,780.00","22,500.00","16,700.00","5,800.00"
15263,15264,,PA-00081,SHELOCTA,15774,INDIANA,PA,"20,326.00","20,326.00",0.00,"20,400.00","20,400.00",0.00
15265,15266,,TN-00106,CORDOVA,38018,SHELBY,TN,"1,400.00","1,400.00",0.00,0.00,0.00,0.00
15265,15266,,TN-00106,MEMPHIS,38109,SHELBY,TN,"14,917.00","14,917.00",0.00,"15,000.00","15,000.00",0.00
15265,15266,,TN-00106,MEMPHIS,38114,SHELBY,TN,"14,526.00","14,526.00",0.00,0.00,0.00,0.00
15265,15266,,TN-00106,MEMPHIS,38127,SHELBY,TN,"201,202.00","194,582.00","6,620.00","34,800.00","34,500.00",300.00
15265,15266,,TN-00106,MEMPHIS,38128,SHELBY,TN,"35,755.00","33,565.00","2,190.00",0.00,0.00,0.00
15267,15268,,TX-00485,ANTON,79313,HOCKLEY,TX,"976,638.00","723,704.00","252,934.00","311,300.00","271,100.00","40,200.00"
15267,15268,,TX-00485,LITTLEFIELD,79339,LAMB,TX,"13,327.00","8,327.00","5,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,AGUA DULCE,78330,NUECES,TX,"34,495.00","34,495.00",0.00,"31,300.00","31,300.00",0.00
15274,15275,4332,TX-00487,ALGOA,77511,GALVESTON,TX,"43,182.00","43,182.00",0.00,"43,200.00","43,200.00",0.00
15274,15275,4332,TX-00487,ALLEYTON,78935,COLORADO,TX,"223,047.00","187,257.00","35,790.00","198,200.00","162,300.00","35,900.00"
15274,15275,4332,TX-00487,ALTA LOMA,77510,GALVESTON,TX,"20,880.00","14,030.00","6,850.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ALTAIR,77412,COLORADO,TX,"20,250.00","7,500.00","12,750.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ALVIN,77511,BRAZORIA,TX,"31,147,618.00","23,033,323.00","8,114,295.00","14,881,900.00","11,235,500.00","3,646,400.00"
15274,15275,4332,TX-00487,ALVIN,77511,GALVESTON,TX,"3,266,281.00","2,511,966.00","754,315.00","2,023,000.00","1,618,400.00","404,600.00"
15274,15275,4332,TX-00487,AMES,77575,LIBERTY,TX,"211,654.00","176,759.00","34,895.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ANAHUAC,77514,CHAMBERS,TX,"6,688,616.00","5,179,523.00","1,509,093.00","3,352,200.00","2,707,000.00","645,200.00"
15274,15275,4332,TX-00487,ANDERSON,77830,GRIMES,TX,"91,938.00","78,438.00","13,500.00","13,500.00",0.00,"13,500.00"
15274,15275,4332,TX-00487,ANGLETON,77515,BRAZORIA,TX,"20,982,849.00","16,417,814.00","4,565,035.00","9,225,200.00","7,120,100.00","2,105,100.00"
15274,15275,4332,TX-00487,ANGLETON,77516,BRAZORIA,TX,"345,771.00","306,491.00","39,280.00","96,600.00","77,300.00","19,300.00"
15274,15275,4332,TX-00487,APPLE SPRINGS,75926,TYLER,TX,"26,688.00","26,688.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,ARANSAS PASS,78335,ARANSAS,TX,"109,798.00","89,828.00","19,970.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ARANSAS PASS,78335,NUECES,TX,"149,861.00","112,906.00","36,955.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ARANSAS PASS,78335,SAN PATRICIO,TX,"530,457.00","463,882.00","66,575.00","85,700.00","72,600.00","13,100.00"
15274,15275,4332,TX-00487,ARANSAS PASS,78336,ARANSAS,TX,"16,083,158.00","13,281,418.00","2,801,740.00","6,836,200.00","5,704,800.00","1,131,400.00"
15274,15275,4332,TX-00487,ARANSAS PASS,78336,NUECES,TX,"47,640.00","33,000.00","14,640.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,ARANSAS PASS,78336,SAN PATRICIO,TX,"23,384,852.00","19,479,583.00","3,905,269.00","9,861,000.00","8,427,000.00","1,434,000.00"
15274,15275,4332,TX-00487,ARCADIA,77517,GALVESTON,TX,"39,072.00","29,297.00","9,775.00","36,700.00","26,900.00","9,800.00"
15274,15275,4332,TX-00487,ARCOLA,77583,FORT BEND,TX,"857,692.00","787,427.00","70,265.00","342,000.00","294,700.00","47,300.00"
15274,15275,4332,TX-00487,ATASCOCITA,77346,HARRIS,TX,"2,318,527.00","1,801,525.00","517,002.00","958,900.00","811,100.00","147,800.00"
15274,15275,4332,TX-00487,AUSTWELL,77950,REFUGIO,TX,"741,214.00","656,784.00","84,430.00","344,300.00","315,500.00","28,800.00"
15274,15275,4332,TX-00487,BACLIFF,77518,GALVESTON,TX,"6,105,245.00","4,466,840.00","1,638,405.00","2,734,900.00","2,094,200.00","640,700.00"
15274,15275,4332,TX-00487,BANQUETE,78339,NUECES,TX,"130,117.00","128,517.00","1,600.00","97,100.00","95,700.00","1,400.00"
15274,15275,4332,TX-00487,BASTROP,78602,BASTROP,TX,"367,339.00","334,164.00","33,175.00","205,400.00","193,200.00","12,200.00"
15274,15275,4332,TX-00487,BATSON,77519,HARDIN,TX,"489,903.00","457,443.00","32,460.00","306,700.00","288,100.00","18,600.00"
15274,15275,4332,TX-00487,BAY CITY,77414,MATAGORDA,TX,"5,082,490.00","4,095,033.00","987,457.00","2,736,500.00","2,231,800.00","504,700.00"
15274,15275,4332,TX-00487,BAYOU VISTA,77563,GALVESTON,TX,"114,739.00","114,739.00",0.00,"51,300.00","51,300.00",0.00
15274,15275,4332,TX-00487,BAYSIDE,78340,ARANSAS,TX,"490,157.00","408,657.00","81,500.00","79,400.00","58,600.00","20,800.00"
15274,15275,4332,TX-00487,BAYSIDE,78340,REFUGIO,TX,"5,962,575.00","4,809,360.00","1,153,215.00","1,307,400.00","1,052,500.00","254,900.00"
15274,15275,4332,TX-00487,BAYSIDE,78340,VICTORIA,TX,"68,063.00","61,133.00","6,930.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BAYTOWN,77520,CHAMBERS,TX,"129,941.00","84,181.00","45,760.00","104,200.00","72,400.00","31,800.00"
15274,15275,4332,TX-00487,BAYTOWN,77520,HARRIS,TX,"8,849,385.00","6,947,580.00","1,901,805.00","3,875,300.00","3,001,100.00","837,100.00"
15274,15275,4332,TX-00487,BAYTOWN,77521,CHAMBERS,TX,"22,701,776.00","16,015,895.00","6,685,881.00","12,954,800.00","9,565,400.00","3,389,400.00"
15274,15275,4332,TX-00487,BAYTOWN,77521,HARRIS,TX,"53,805,163.00","37,556,252.00","16,248,911.00","26,311,500.00","19,539,600.00","6,771,900.00"
15274,15275,4332,TX-00487,BAYTOWN,77522,CHAMBERS,TX,"154,077.00","78,052.00","76,025.00","104,100.00","64,100.00","40,000.00"
15274,15275,4332,TX-00487,BAYTOWN,77522,HARRIS,TX,"99,482.00","74,957.00","24,525.00","10,100.00","10,100.00",0.00
15274,15275,4332,TX-00487,BAYTOWN,77523,CHAMBERS,TX,"35,074,125.00","24,317,234.00","10,756,891.00","19,581,900.00","14,280,100.00","5,301,800.00"
15274,15275,4332,TX-00487,BAYTOWN,77523,HARRIS,TX,"202,562.00","139,412.00","63,150.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BAYTOWN,77580,CHAMBERS,TX,"141,248.00","72,223.00","69,025.00","98,700.00","58,700.00","40,000.00"
15274,15275,4332,TX-00487,BEACH CITY,77523,CHAMBERS,TX,"661,371.00","619,891.00","41,480.00","432,300.00","404,500.00","27,800.00"
15274,15275,4332,TX-00487,BEASLEY,77417,FORT BEND,TX,"287,159.00","212,949.00","74,210.00","226,600.00","167,400.00","59,200.00"
15274,15275,4332,TX-00487,BEAUMONT,77701,JEFFERSON,TX,"6,212,585.00","4,523,349.00","1,689,236.00","2,279,900.00","1,682,800.00","597,100.00"
15274,15275,4332,TX-00487,BEAUMONT,77701,ORANGE,TX,"72,604.00","55,404.00","17,200.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BEAUMONT,77702,JEFFERSON,TX,"1,128,020.00","944,645.00","183,375.00","525,000.00","451,100.00","73,900.00"
15274,15275,4332,TX-00487,BEAUMONT,77703,JEFFERSON,TX,"6,492,828.00","5,097,895.00","1,394,933.00","2,765,300.00","2,157,100.00","608,200.00"
15274,15275,4332,TX-00487,BEAUMONT,77703,ORANGE,TX,"27,300.00",0.00,"27,300.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BEAUMONT,77705,JEFFERSON,TX,"47,348,425.00","34,042,539.00","13,305,886.00","23,003,900.00","17,350,500.00","5,653,400.00"
15274,15275,4332,TX-00487,BEAUMONT,77706,JEFFERSON,TX,"6,945,938.00","5,684,228.00","1,261,710.00","3,487,300.00","2,938,500.00","548,800.00"
15274,15275,4332,TX-00487,BEAUMONT,77707,JEFFERSON,TX,"10,711,673.00","8,475,833.00","2,235,840.00","5,434,800.00","4,320,200.00","1,114,600.00"
15274,15275,4332,TX-00487,BEAUMONT,77708,JEFFERSON,TX,"25,538,477.00","17,499,153.00","8,039,324.00","13,240,300.00","9,566,700.00","3,673,600.00"
15274,15275,4332,TX-00487,BEAUMONT,77713,HARDIN,TX,"113,300.00","89,900.00","23,400.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BEAUMONT,77713,JEFFERSON,TX,"95,330,108.00","70,334,713.00","24,995,395.00","47,662,700.00","36,218,000.00","11,444,700.00"
15274,15275,4332,TX-00487,BEAUMONT,77720,JEFFERSON,TX,"143,275.00","81,175.00","62,100.00","98,600.00","58,600.00","40,000.00"
15274,15275,4332,TX-00487,BEAUMONT,77725,JEFFERSON,TX,"11,200.00",0.00,"11,200.00","11,200.00",0.00,"11,200.00"
15274,15275,4332,TX-00487,BEAUMONT,77726,JEFFERSON,TX,"167,973.00","134,898.00","33,075.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BEEVILLE,78102,BEE,TX,"2,268,744.00","2,149,829.00","118,915.00","1,014,300.00","962,500.00","51,800.00"
15274,15275,4332,TX-00487,BEEVILLE,78104,BEE,TX,"60,104.00","56,604.00","3,500.00","59,100.00","55,600.00","3,500.00"
15274,15275,4332,TX-00487,BELLAIRE,77401,HARRIS,TX,"50,232,553.00","32,584,671.00","17,647,882.00","25,260,500.00","18,353,400.00","6,907,100.00"
15274,15275,4332,TX-00487,BELLVILLE,77418,AUSTIN,TX,"405,930.00","335,415.00","70,515.00","341,800.00","271,200.00","70,600.00"
15274,15275,4332,TX-00487,BERCLAIR,78107,GOLIAD,TX,"167,124.00","132,204.00","34,920.00","113,100.00","92,300.00","20,800.00"
15274,15275,4332,TX-00487,BEVIL OAKS,77713,HARDIN,TX,"148,509.00","121,434.00","27,075.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BEVIL OAKS,77713,JEFFERSON,TX,"8,634,833.00","6,614,063.00","2,020,770.00","3,226,800.00","2,555,400.00","671,400.00"
15274,15275,4332,TX-00487,BISHOP,78343,NUECES,TX,"132,802.00","131,602.00","1,200.00","70,600.00","70,600.00",0.00
15274,15275,4332,TX-00487,BLESSING,77419,MATAGORDA,TX,"78,370.00","77,945.00",425.00,"50,100.00","50,100.00",0.00
15274,15275,4332,TX-00487,BLOOMINGTON,77951,VICTORIA,TX,"2,391,278.00","2,093,793.00","297,485.00","1,176,000.00","1,013,700.00","162,300.00"
15274,15275,4332,TX-00487,BOLING,77420,WHARTON,TX,"3,210,463.00","2,462,098.00","748,365.00","1,478,400.00","1,122,100.00","356,300.00"
15274,15275,4332,TX-00487,BON WIER,75928,NEWTON,TX,"819,586.00","650,666.00","168,920.00","359,400.00","273,500.00","85,900.00"
15274,15275,4332,TX-00487,BOOTH,77469,FORT BEND,TX,"72,300.00","28,125.00","44,175.00","25,000.00",0.00,"25,000.00"
15274,15275,4332,TX-00487,BRAZORIA,77025,BRAZORIA,TX,1.00,1.00,0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,BRAZORIA,77422,BRAZORIA,TX,"31,608,580.00","24,014,716.00","7,593,864.00","13,900,300.00","10,534,200.00","3,366,100.00"
15274,15275,4332,TX-00487,BRIDGE CITY,77611,JEFFERSON,TX,"42,157.00","42,157.00",0.00,"42,200.00","42,200.00",0.00
15274,15275,4332,TX-00487,BRIDGE CITY,77611,ORANGE,TX,"13,748,851.00","9,513,562.00","4,235,289.00","6,813,300.00","4,879,400.00","1,933,900.00"
15274,15275,4332,TX-00487,BROOKELAND,75931,JASPER,TX,"318,702.00","306,202.00","12,500.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BROOKSHIRE,77423,FORT BEND,TX,"1,222,936.00","921,451.00","301,485.00","932,700.00","728,800.00","203,900.00"
15274,15275,4332,TX-00487,BROOKSHIRE,77423,HARRIS,TX,"176,143.00","119,818.00","56,325.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BROOKSHIRE,77423,WALLER,TX,"3,467,794.00","2,531,919.00","935,875.00","636,700.00","419,400.00","217,300.00"
15274,15275,4332,TX-00487,BROOKSIDE VILLAGE,77581,BRAZORIA,TX,"7,292,927.00","5,093,682.00","2,199,245.00","3,349,500.00","2,396,300.00","953,200.00"
15274,15275,4332,TX-00487,BROOKSIDE VL,77581,BRAZORIA,TX,"114,676.00","87,976.00","26,700.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,BUNA,77612,JASPER,TX,"3,544,236.00","2,781,522.00","762,714.00","1,036,500.00","840,300.00","196,200.00"
15274,15275,4332,TX-00487,BUNA,77612,NEWTON,TX,"490,863.00","428,823.00","62,040.00","439,100.00","386,900.00","52,200.00"
15274,15275,4332,TX-00487,BURKEVILLE,75932,NEWTON,TX,"372,363.00","340,463.00","31,900.00","344,000.00","314,600.00","29,400.00"
15274,15275,4332,TX-00487,CALL,75933,JASPER,TX,"127,750.00","127,750.00",0.00,"127,800.00","127,800.00",0.00
15274,15275,4332,TX-00487,CALL,75933,NEWTON,TX,"1,007,363.00","750,023.00","257,340.00","195,900.00","117,100.00","78,800.00"
15274,15275,4332,TX-00487,CAMDEN,75934,POLK,TX,"21,429.00","20,949.00",480.00,"21,500.00","21,000.00",500.00
15274,15275,4332,TX-00487,CEDAR CREEK,78612,BASTROP,TX,"104,200.00","100,275.00","3,925.00","32,700.00","32,700.00",0.00
15274,15275,4332,TX-00487,CEDAR LANE,77415,MATAGORDA,TX,"360,420.00","311,275.00","49,145.00","169,500.00","122,800.00","46,700.00"
15274,15275,4332,TX-00487,CHANNELVIEW,77530,HARRIS,TX,"4,734,590.00","3,926,034.00","808,556.00","1,653,100.00","1,358,500.00","294,600.00"
15274,15275,4332,TX-00487,CHESTER,75936,TYLER,TX,"34,854.00","26,204.00","8,650.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CHINA,77613,HARDIN,TX,"44,796.00","44,796.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,CHINA,77613,JEFFERSON,TX,"761,756.00","561,266.00","200,490.00","413,500.00","290,100.00","123,400.00"
15274,15275,4332,TX-00487,CITY BY THE SEA,78336,ARANSAS,TX,"298,621.00","244,321.00","54,300.00","237,200.00","189,600.00","47,600.00"
15274,15275,4332,TX-00487,CLEAR LAKE SHORES,77565,GALVESTON,TX,"1,217,314.00","802,214.00","415,100.00","469,600.00","338,200.00","131,400.00"
15274,15275,4332,TX-00487,CLEMVILLE,77414,MATAGORDA,TX,"33,245.00","33,045.00",200.00,"25,000.00","25,000.00",0.00
15274,15275,4332,TX-00487,CLEVELAND,77327,LIBERTY,TX,"9,396,941.00","7,380,299.00","2,016,642.00","3,916,100.00","3,185,500.00","730,600.00"
15274,15275,4332,TX-00487,CLEVELAND,77327,MONTGOMERY,TX,"262,402.00","180,465.00","81,937.00","190,400.00","150,400.00","40,000.00"
15274,15275,4332,TX-00487,CLEVELAND,77327,POLK,TX,"39,109.00","14,359.00","24,750.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CLEVELAND,77328,LIBERTY,TX,"1,576,562.00","1,219,423.00","357,139.00","680,300.00","525,300.00","155,000.00"
15274,15275,4332,TX-00487,CLEVELAND,77328,MONTGOMERY,TX,"526,558.00","446,058.00","80,500.00","63,500.00","34,500.00","29,000.00"
15274,15275,4332,TX-00487,CLEVELAND,77328,SAN JACINTO,TX,"1,497,973.00","1,243,462.00","254,511.00","504,800.00","401,800.00","103,000.00"
15274,15275,4332,TX-00487,CLUTE,77531,BRAZORIA,TX,"2,900,671.00","2,094,961.00","805,710.00","1,723,000.00","1,250,400.00","472,600.00"
15274,15275,4332,TX-00487,COLDSPRING,77331,SAN JACINTO,TX,"2,398,615.00","1,959,891.00","438,724.00","492,000.00","477,900.00","14,100.00"
15274,15275,4332,TX-00487,COLMESNEIL,75938,TYLER,TX,"86,375.00","68,950.00","17,425.00","72,000.00","63,400.00","8,600.00"
15274,15275,4332,TX-00487,COLUMBUS,78934,COLORADO,TX,"1,323,141.00","789,216.00","533,925.00","255,700.00","127,200.00","128,500.00"
15274,15275,4332,TX-00487,COLUSMEIL,75938,TYLER,TX,"15,612.00","15,612.00",0.00,0.00,0.00,0.00
15274,15275,4332,TX-00487,CONROE,29453,MONTGOMERY,TX,"29,200.00",0.00,"29,200.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CONROE,77301,MONTGOMERY,TX,"376,178.00","290,513.00","85,665.00","78,200.00","55,100.00","23,100.00"
15274,15275,4332,TX-00487,CONROE,77302,MONTGOMERY,TX,"19,245,629.00","14,596,689.00","4,648,940.00","7,063,000.00","5,460,300.00","1,602,700.00"
15274,15275,4332,TX-00487,CONROE,77303,MONTGOMERY,TX,"877,875.00","682,580.00","195,295.00","345,800.00","259,500.00","86,300.00"
15274,15275,4332,TX-00487,CONROE,77304,HARRIS,TX,"296,634.00","261,309.00","35,325.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CONROE,77304,MONTGOMERY,TX,"3,152,431.00","2,297,432.00","854,999.00","1,147,400.00","813,500.00","333,900.00"
15274,15275,4332,TX-00487,CONROE,77306,MONTGOMERY,TX,"2,183,563.00","1,717,103.00","466,460.00","769,700.00","592,100.00","177,600.00"
15274,15275,4332,TX-00487,CONROE,77384,MONTGOMERY,TX,"457,927.00","352,772.00","105,155.00","163,200.00","125,100.00","38,100.00"
15274,15275,4332,TX-00487,CONROE,77385,MONTGOMERY,TX,"16,245,127.00","11,572,346.00","4,672,781.00","7,363,200.00","5,444,200.00","1,919,000.00"
15274,15275,4332,TX-00487,CORP CHRISTI,78404,NUECES,TX,"116,227.00","113,477.00","2,750.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78405,NUECES,TX,"47,454.00","40,454.00","7,000.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78409,NUECES,TX,"107,437.00","98,002.00","9,435.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78410,NUECES,TX,"34,355.00","34,355.00",0.00,"27,300.00","27,300.00",0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78412,NUECES,TX,"170,348.00","165,198.00","5,150.00","43,300.00","41,900.00","1,400.00"
15274,15275,4332,TX-00487,CORP CHRISTI,78413,NUECES,TX,"166,883.00","153,617.00","13,266.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78414,NUECES,TX,"17,542.00","10,492.00","7,050.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78415,NUECES,TX,"32,309.00","29,584.00","2,725.00","11,300.00","11,300.00",0.00
15274,15275,4332,TX-00487,CORP CHRISTI,78418,NUECES,TX,"32,116.00","31,966.00",150.00,"32,200.00","32,000.00",200.00
15274,15275,4332,TX-00487,CORPUS CHRISTI,78401,NUECES,TX,"377,338.00","276,723.00","100,615.00","59,200.00","19,100.00","40,100.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78402,NUECES,TX,"433,011.00","306,742.00","126,269.00","93,700.00","79,100.00","14,600.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78403,NUECES,TX,"34,983.00","32,983.00","2,000.00","35,000.00","33,000.00","2,000.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78404,NUECES,TX,"4,136,486.00","3,804,088.00","332,398.00","1,712,800.00","1,620,800.00","92,000.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78405,NUECES,TX,"1,877,395.00","1,631,930.00","245,465.00","905,300.00","827,600.00","77,700.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78406,NUECES,TX,"156,653.00","144,798.00","11,855.00","50,400.00","48,500.00","1,900.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78407,NUECES,TX,"446,918.00","378,028.00","68,890.00","136,300.00","127,400.00","8,900.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78408,NUECES,TX,"2,260,063.00","2,067,543.00","192,520.00","897,700.00","824,600.00","73,100.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78409,NUECES,TX,"1,004,767.00","944,122.00","60,645.00","358,300.00","343,500.00","14,800.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78410,NUECES,TX,"3,169,851.00","2,974,444.00","195,407.00","1,724,400.00","1,608,700.00","115,700.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78411,NUECES,TX,"6,094,616.00","5,639,283.00","455,333.00","2,437,600.00","2,274,900.00","162,700.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78411,SAN PATRICIO,TX,"19,820.00","19,820.00",0.00,"19,900.00","19,900.00",0.00
15274,15275,4332,TX-00487,CORPUS CHRISTI,78412,NUECES,TX,"7,792,020.00","7,021,063.00","770,957.00","3,763,600.00","3,495,500.00","268,100.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78413,NUECES,TX,"7,430,458.00","6,914,353.00","516,105.00","2,936,900.00","2,810,700.00","126,200.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78414,NUECES,TX,"6,274,999.00","5,858,049.00","416,950.00","3,037,800.00","2,890,600.00","147,200.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78415,NUECES,TX,"9,242,791.00","8,504,648.00","738,143.00","4,267,800.00","3,961,700.00","306,100.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78416,NUECES,TX,"4,221,801.00","3,921,724.00","300,077.00","1,625,300.00","1,524,600.00","100,700.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78417,NUECES,TX,"985,856.00","917,436.00","68,420.00","572,000.00","558,800.00","13,200.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78418,NUECES,TX,"8,459,939.00","7,522,651.00","937,288.00","4,075,700.00","3,708,400.00","367,300.00"
15274,15275,4332,TX-00487,CORPUS CHRISTI,78468,NUECES,TX,"20,762.00","13,862.00","6,900.00","20,800.00","13,900.00","6,900.00"
15274,15275,4332,TX-00487,CORRIGAN,75939,POLK,TX,"84,428.00","81,678.00","2,750.00","28,700.00","26,700.00","2,000.00"
15274,15275,4332,TX-00487,COST,78614,GONZALES,TX,"204,150.00","122,660.00","81,490.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,COVE,77523,CHAMBERS,TX,"191,020.00","150,823.00","40,197.00","78,400.00","69,800.00","8,600.00"
15274,15275,4332,TX-00487,CROSBY,77532,CHAMBERS,TX,"18,074.00","15,824.00","2,250.00",0.00,0.00,0.00
15274,15275,4332,TX-00487,CROSBY,77532,HARRIS,TX,"17,916,181.00","13,776,617.00","4,139,564.00","6,949,900.00","5,284,600.00","1,665,300.00"
15274,15275,4332,TX-00487,CRYSTAL BEACH,77650,GALVESTON,TX,"90,064.00","27,319.00","62,745.00","52,900.00","19,000.00","33,900.00"
15274,15275,4332,TX-00487,CTY BY THE SE,78336,SAN PATRICIO,TX,"17,425.00","11,125.00","6,300.00","17,500.00","11,200.00","6,300.00"
15274,15275,4332,TX-00487,CUERO,77954,DE WITT,TX,"71,333.00","69,133.00","2,200.00","61,800.00","59,600.00","2,200.00"
15274,15275,4332,TX-00487,CUERO,77954,DEWITT,TX,"2,419,650.00","2,184,210.00","235,440.00","768,900.00","686,100.00","82,800.00"
15274,15275,4332,TX-00487,CYPRESS,77429,HARRIS,TX,"44,210,855.00","32,050,636.00","12,160,219.00","24,543,500.00","18,456,100.00","6,087,400.00"
15274,15275,4332,TX-00487,CYPRESS,77433,HARRIS,TX,"17,484,110.00","13,155,391.00","4,328,719.00","8,846,600.00","6,752,200.00","2,094,400.00"
15274,15275,4332,TX-00487,CYPRESS HOUSTON,77433,HARRIS,TX,"120,372.00","73,362.00","47,010.00","91,500.00","53,300.00","38,200.00"
15274,15275,4332,TX-00487,DAISETTA,77533,LIBERTY,TX,"703,950.00","630,224.00","73,726.00","319,700.00","293,600.00","26,100.00"
15274,15275,4332,TX-00487,DALE,78616,CALDWELL,TX,"105,804.00","86,644.00","19,160.00","35,800.00","19,600.00","16,200.00"
15274,15275,4332,TX-00487,DAMON,77430,BRAZORIA,TX,"1,657,769.00","1,274,879.00","382,890.00","880,400.00","645,000.00","235,400.00"
15274,15275,4332,TX-00487,DAMON,77430,FORT BEND,TX,"162,196.00","150,366.00","11,830.00","58,600.00","58,600.00",0.00
15274,15275,4332,TX-00487,DANBURY,77534,BRAZORIA,TX,"3,815,454.00","2,790,169.00","1,025,285.00","2,186,300.00","1,616,700.00","569,600.00"
